_id,price,mrp
6427bea1bd1b2ba121e05f39,22,69
6427beb4bd1b2ba121e05f5c,22,69
6427beedbd1b2ba121e05f8f,22,69
6427bf10bd1b2ba121e05fd2,22,69
6427bf38bd1b2ba121e06025,22,69
6427bf4dbd1b2ba121e06088,22,69
6427bf63bd1b2ba121e060fb,22,69
6427bf90bd1b2ba121e0617e,21,69
6427bfc0bd1b2ba121e06211,22,69
6427c021bd1b2ba121e062b4,22,69
6427c02cbd1b2ba121e06367,22,69
6427c058bd1b2ba121e0642a,22,69
6427c06ebd1b2ba121e064fd,22,69
6427c080bd1b2ba121e065e0,22,69
